sl_no,slide_no,latitude,longitude,source_record,year,state,event_date_raw,event_date,movement_type,district,elevation_m,slope_deg,aspect_deg,historical_landslide_count,unique_landslide_locations,aspect_sin,aspect_cos
25760,NG/MON/83N01/2017/48,26.831778,95.078028,25760 NG/MON/83N01/2017/48 Nagaland Mon PhuktongTuimei rd 26.831778 95.078028 Debris Slide NA,2017.0,Nagaland,,,Debris Slide,Mon,,,,178.0,177.0,,
25761,NG/MON/83N01/2017/49,26.831889,95.077944,25761 NG/MON/83N01/2017/49 Nagaland Mon PhuktongTuimei rd 26.831889 95.077944 Soil Slide NA,2017.0,Nagaland,,,Slide,Mon,,,,178.0,177.0,,
25762,NG/MON/83N01/2017/51,26.833889,95.080972,25762 NG/MON/83N01/2017/51 Nagaland Mon PhuktongTuimei rd 26.833889 95.080972 Debris Slide NA,2017.0,Nagaland,,,Debris Slide,Mon,,,,178.0,177.0,,
25764,NG/MON/83N01/2017/52,26.834194,95.081639,25764 NG/MON/83N01/2017/52 Nagaland Mon PhuktongTuimei rd 26.834194 95.081639 Debris Slide NA,2017.0,Nagaland,,,Debris Slide,Mon,,,,178.0,177.0,,
25765,NG/MON/83N01/2017/53,26.834556,95.081111,25765 NG/MON/83N01/2017/53 Nagaland Mon PhuktongTuimei rd 26.834556 95.081111 Rock Slide NA,2017.0,Nagaland,,,Rock Slide,Mon,,,,178.0,177.0,,
25766,NG/MON/83N01/2017/54,26.834778,95.080639,25766 NG/MON/83N01/2017/54 Nagaland Mon PhuktongTuimei rd 26.834778 95.080639 Soil Slide NA,2017.0,Nagaland,,,Slide,Mon,,,,178.0,177.0,,
25767,NG/MON/83N01/2017/55,26.834972,95.080528,25767 NG/MON/83N01/2017/55 Nagaland Mon PhuktongTuimei rd 26.834972 95.080528 Rock Slide NA,2017.0,Nagaland,,,Rock Slide,Mon,,,,178.0,177.0,,
25768,NG/MON/83N01/2017/56,26.835417,95.080444,25768 NG/MON/83N01/2017/56 Nagaland Mon PhuktongTuimei rd 26.835417 95.080444 Debris Slide NA,2017.0,Nagaland,,,Debris Slide,Mon,,,,178.0,177.0,,
25769,NG/MON/83N01/2017/57,26.8365,95.081306,25769 NG/MON/83N01/2017/57 Nagaland Mon PhuktongTuimei rd 26.8365 95.081306 Soil Slide NA,2017.0,Nagaland,,,Slide,Mon,,,,178.0,177.0,,
25770,NG/MON/83N01/2017/58,26.840694,95.080333,25770 NG/MON/83N01/2017/58 Nagaland Mon PhuktongTuimei rd 26.840694 95.080333 Soil Slide NA,2017.0,Nagaland,,,Slide,Mon,,,,178.0,177.0,,
25771,NG/MON/83N01/2017/59,26.841139,95.079694,25771 NG/MON/83N01/2017/59 Nagaland Mon PhuktongTuimei rd 26.841139 95.079694 Soil Slide NA,2017.0,Nagaland,,,Slide,Mon,,,,178.0,177.0,,
25772,NG/MON/83N01/2017/60,26.841222,95.079556,25772 NG/MON/83N01/2017/60 Nagaland Mon PhuktongTuimei rd 26.841222 95.079556 Soil Slide NA,2017.0,Nagaland,,,Slide,Mon,,,,178.0,177.0,,
25773,NG/MON/83N01/2017/61,26.841667,95.079333,25773 NG/MON/83N01/2017/61 Nagaland Mon PhuktongTuimei rd 26.841667 95.079333 Soil Slide NA,2017.0,Nagaland,,,Slide,Mon,,,,178.0,177.0,,
25774,NG/MON/83N01/2017/62,26.84325,95.080306,25774 NG/MON/83N01/2017/62 Nagaland Mon PhuktongTuimei rd 26.84325 95.080306 Soil Slide NA,2017.0,Nagaland,,,Slide,Mon,,,,178.0,177.0,,
25775,NG/MON/83N01/2017/63,26.844028,95.080972,25775 NG/MON/83N01/2017/63 Nagaland Mon PhuktongTuimei rd 26.844028 95.080972 Rock Slide NA,2017.0,Nagaland,,,Rock Slide,Mon,,,,178.0,177.0,,
25776,NG/MON/83N01/2017/64,26.84425,95.080278,25776 NG/MON/83N01/2017/64 Nagaland Mon PhuktongTuimei rd 26.84425 95.080278 Debris Slide NA,2017.0,Nagaland,,,Debris Slide,Mon,,,,178.0,177.0,,
25777,NG/MON/83N01/2017/65,26.844389,95.077667,25777 NG/MON/83N01/2017/65 Nagaland Mon PhuktongTuimei rd 26.844389 95.077667 Debris Slide NA,2017.0,Nagaland,,,Debris Slide,Mon,,,,178.0,177.0,,
25778,NG/MON/83N01/2017/66,26.845278,95.077167,25778 NG/MON/83N01/2017/66 Nagaland Mon PhuktongTuimei rd 26.845278 95.077167 Debris Slide NA,2017.0,Nagaland,,,Debris Slide,Mon,,,,178.0,177.0,,
25779,NG/MON/83N01/2017/67,26.845472,95.077639,25779 NG/MON/83N01/2017/67 Nagaland Mon PhuktongTuimei rd 26.845472 95.077639 Soil Slide NA,2017.0,Nagaland,,,Slide,Mon,,,,178.0,177.0,,
25780,NG/MON/83N01/2017/68,26.846139,95.077861,25780 NG/MON/83N01/2017/68 Nagaland Mon PhuktongTuimei rd 26.846139 95.077861 Rock Slide NA,2017.0,Nagaland,,,Rock Slide,Mon,,,,178.0,177.0,,
25781,3211,25.7802266,93.936165,25781 3211 Nagaland Chumoukedima NULL NULL 25.7802266 93.936165 Debris Flow 03 September 2024,,Nagaland,03 September 2024,2024-09-03,Debris Flow,Dimapur,,,,36.0,35.0,,
25782,3212,25.7746019,93.9148756,25782 3212 Nagaland Chumoukedima NULL NULL 25.7746019 93.9148756 Debris Slide 03 September 2024,,Nagaland,03 September 2024,2024-09-03,Debris Slide,Dimapur,,,,36.0,35.0,,
25783,3378,25.8817748,94.1887571,25783 3378 Nagaland Tseminyu NULL NULL 25.8817748 94.1887571 Rock Slide NA,,Nagaland,,,Rock Slide,Kohima,,,,284.0,277.0,,
25784,3310,25.8816564,94.1902346,25784 3310 Nagaland Tseminyu NULL NULL 25.8816564 94.1902346 Rock Fall 19 January 2025,,Nagaland,19 January 2025,2025-01-19,Rock Fall,Kohima,,,,284.0,277.0,,
25785,3380,26.4231373,94.3822611,25785 3380 Nagaland Mokokchung NULL NULL 26.4231373 94.3822611 Soil Slide 07 July 2025,,Nagaland,07 July 2025,2025-07-07,Slide,Mokokchung,,,,75.0,75.0,,
25786,3375,25.623067,94.114196,25786 3375 Nagaland Kohima NULL NULL 25.623067 94.114196 Debris Slide 07 July 2025,,Nagaland,07 July 2025,2025-07-07,Debris Slide,Kohima,,,,284.0,277.0,,
25787,3379,26.4527822,94.375268,25787 3379 Nagaland Mokokchung NULL NULL 26.4527822 94.375268 Soil Slide 08 July 2025,,Nagaland,08 July 2025,2025-07-08,Slide,Mokokchung,,,,75.0,75.0,,
25788,3381,26.4219453,94.3854377,25788 3381 Nagaland Mokokchung NULL NULL 26.4219453 94.3854377 Rock Fall 07 July 2025,,Nagaland,07 July 2025,2025-07-07,Rock Fall,Mokokchung,,,,75.0,75.0,,
25789,3382,26.4242282,94.3924136,25789 3382 Nagaland Mokokchung NULL NULL 26.4242282 94.3924136 Rock Fall 05 July 2025,,Nagaland,05 July 2025,2025-07-05,Rock Fall,Mokokchung,,,,75.0,75.0,,
25790,3383,26.42608,94.398916,25790 3383 Nagaland Mokokchung NULL NULL 26.42608 94.398916 Rock Slide 07 July 2025,,Nagaland,07 July 2025,2025-07-07,Rock Slide,Mokokchung,,,,75.0,75.0,,
25791,NA/ZUN/83J12/2024/01,26.017317,94.531348,25791 NA/ZUN/83J12/2024/01 Nagaland Zunheboto Alahuto landslide Alahuto Ward 26.017317 94.531348 Earth Slide 07.07.2024 (around 4.00pm),2024.0,Nagaland,,,Earth Slide,Zunheboto,,,,189.0,189.0,,
25792,NA/KOH/83K02/2024/01,25.471526,94.151784,25792 NA/KOH/83K02/2024/01 Nagaland Kohima Lerie Colony NH-2 25.471526 94.151784 Debris Slide July 2018,2024.0,Nagaland,,,Debris Slide,Senapati,,,,111.0,110.0,,
25793,NA/KOH/83K02/2024/02,25.6125,94.1272,25793 NA/KOH/83K02/2024/02 Nagaland Kohima Kigwema Village Kigwema-Meluri road 25.6125 94.1272 Debris Slide 06 July 2024,2024.0,Nagaland,06 July 2024,2024-07-06,Debris Slide,Kohima,,,,284.0,277.0,,
25794,NA/CHU/83G13/2024/01,25.7853,93.8014,25794 NA/CHU/83G13/2024/01 Nagaland Chumoukedima Pagala Pahar landslide NH-29 25.7853 93.8014 Debris Slide 03 September 2024,2024.0,Nagaland,03 September 2024,2024-09-03,Debris Slide,Dimapur,,,,36.0,35.0,,
25795,NA/TUE/83J16/2024/01,26.247414,94.819895,"25795 NA/TUE/83J16/2024/01 Nagaland Tuensang Phinjang Colony landslide NH 202 26.247414 94.819895 Debris Slide 1997, 2010, April 2024",2024.0,Nagaland,,,Debris Slide,Tuensang,,,,129.0,127.0,,
25796,NA/WOK/83J08/2024/01,26.111335,94.257114,"25796 NA/WOK/83J08/2024/01 Nagaland Wokha Near Hammock Restaurant NH-61/Wokha Village 26.111335 94.257114 Debris Slide 2022, 15 July 2024",2024.0,Nagaland,15 July 2024,2024-07-15,Debris Slide,Wokha,,,,160.0,158.0,,
25797,NA/WKH/83J8/2024/02,26.08945,94.264217,25797 NA/WKH/83J8/2024/02 Nagaland Wokha Tchuyiro landslide Tchuyiro colony 26.08945 94.264217 Earth Slide 23 July 2024,2024.0,Nagaland,23 July 2024,2024-07-23,Earth Slide,Wokha,,,,160.0,158.0,,
25798,NL/KOH/83K02/2022/001,25.71711111,94.08561111,25798 NL/KOH/83K02/2022/001 Nagaland Kohima Meriema landslide NH-2/ Kohima-Wokha Highway 25.71711111 94.08561111 Soil Slide 29 October 2017,2022.0,Nagaland,29 October 2017,2017-10-29,Slide,Kohima,,,,284.0,277.0,,
25799,NL/KOH/83K02/2022/002,25.712031,94.089791,25799 NL/KOH/83K02/2022/002 Nagaland Kohima Meriema village landslide Inside Meriema village 25.712031 94.089791 Weathered rock Slide 12 September 2022,2022.0,Nagaland,12 September 2022,2022-09-12,Rock Slide,Kohima,,,,284.0,277.0,,
25800,NL/KOH/83K02/2022/003,25.7491204,94.0804548,25800 NL/KOH/83K02/2022/003 Nagaland Kohima Chiesema Chiesema 25.7491204 94.0804548 Debris Slide 25 September 2022,2022.0,Nagaland,25 September 2022,2022-09-25,Debris Slide,Kohima,,,,284.0,277.0,,
25801,NL/KOH/83K02/2022/004,25.7179491,94.0917724,25801 NL/KOH/83K02/2022/004 Nagaland Kohima New secretariat-Meriema road New secretariat-Meriema road 25.7179491 94.0917724 Weathered rock Slide 28 September 2022,2022.0,Nagaland,28 September 2022,2022-09-28,Rock Slide,Kohima,,,,284.0,277.0,,
25802,NL/KOH/83G13/2022/005,25.770055,93.937873,25802 NL/KOH/83G13/2022/005 Nagaland Kohima Piphema NH29/Piphema 25.770055 93.937873 Debris Slide 15 October 2022,2022.0,Nagaland,15 October 2022,2022-10-15,Debris Slide,Dimapur,,,,36.0,35.0,,
25803,NL/KOH/83G13/2022/006,25.771451,93.907041,25803 NL/KOH/83G13/2022/006 Nagaland Kohima Piphema NH29/Piphema 25.771451 93.907041 Debris Slide 30 September 2022,2022.0,Nagaland,30 September 2022,2022-09-30,Debris Slide,Dimapur,,,,36.0,35.0,,
25804,NL/KOH/83K02/2022/007,25.660913,94.053659,25804 NL/KOH/83K02/2022/007 Nagaland Kohima Jotsoma-Khonoma road Jotsoma-Khonoma road 25.660913 94.053659 Debris Slide May 2022,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25805,NL/KOH/83K02/2022/008,25.7491204,94.0804548,25805 NL/KOH/83K02/2022/008 Nagaland Kohima Chiesema Chiesema 25.7491204 94.0804548 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25806,NL/KOH/83K02/2022/009,25.7179491,94.0917724,25806 NL/KOH/83K02/2022/009 Nagaland Kohima Meriema Meriema 25.7179491 94.0917724 Weathered rock Slide NA,2022.0,Nagaland,,,Rock Slide,Kohima,,,,284.0,277.0,,
25807,NL/KOH/83K02/2022/010,25.770064,93.937891,25807 NL/KOH/83K02/2022/010 Nagaland Kohima Piphema Piphema 25.770064 93.937891 Debris Slide 12 November 2022,2022.0,Nagaland,12 November 2022,2022-11-12,Debris Slide,Dimapur,,,,36.0,35.0,,
25808,NL/KOH/83K02/2022/011,25.771977,93.905846,25808 NL/KOH/83K02/2022/011 Nagaland Kohima Pherima Pherima 25.771977 93.905846 Debris Slide September 2022,2022.0,Nagaland,,,Debris Slide,Dimapur,,,,36.0,35.0,,
25809,NL/KOH/83K02/2022/012,25.650352,94.026955,25809 NL/KOH/83K02/2022/012 Nagaland Kohima Khonoma Khonoma 25.650352 94.026955 Rock Slide NA,2022.0,Nagaland,,,Rock Slide,Kohima,,,,284.0,277.0,,
25810,NL/KOH/83K02/2022/013,25.552707,94.161461,25810 NL/KOH/83K02/2022/013 Nagaland Kohima Vishwema Vishwema-Kidima road 25.552707 94.161461 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25811,NL/KOH/83K02/2022/014,25.611096,94.216757,25811 NL/KOH/83K02/2022/014 Nagaland Kohima Chakhaboma Chakhaboma-Pfutsero road 25.611096 94.216757 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Phek,,,,158.0,156.0,,
25812,NL/KOH/83K02/2022/015,25.617949,94.207166,25812 NL/KOH/83K02/2022/015 Nagaland Kohima Chakhaboma Chakhaboma-Pfutsero road 25.617949 94.207166 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25813,NL/KOH/83K02/2022/016,25.620164,94.207204,25813 NL/KOH/83K02/2022/016 Nagaland Kohima Chakhaboma Chakhaboma-Pfutsero road 25.620164 94.207204 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25814,NL/KOH/83K02/2022/017,25.627333,94.211735,25814 NL/KOH/83K02/2022/017 Nagaland Kohima Chakhaboma Chakhaboma-Pfutsero road 25.627333 94.211735 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25815,NL/KOH/83K02/2022/018,25.64501,94.032825,25815 NL/KOH/83K02/2022/018 Nagaland Kohima Jotsoma-Khonoma road Jotsoma-Padi-Benreu road 25.64501 94.032825 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25816,NL/KOH/83K02/2022/019,25.645074,94.032741,25816 NL/KOH/83K02/2022/019 Nagaland Kohima Jotsoma-Khonoma road Jotsoma-Padi-Benreu road 25.645074 94.032741 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25817,NL/KOH/83K02/2022/020,25.645633,94.008403,25817 NL/KOH/83K02/2022/020 Nagaland Kohima Jotsoma-Khonoma road Jotsoma-Padi-Benreu road 25.645633 94.008403 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25818,NL/PER/83G14/2022/021,25.618175,93.919236,25818 NL/PER/83G14/2022/021 Nagaland Peren Heunambe Jotsoma-Padi-Benreu road 25.618175 93.919236 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25819,NL/PER/83G14/2022/022,25.618222,93.918397,25819 NL/PER/83G14/2022/022 Nagaland Peren Heunambe Jotsoma-Padi-Benreu road 25.618222 93.918397 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25820,NL/PER/83G14/2022/023,25.611284,93.912865,25820 NL/PER/83G14/2022/023 Nagaland Peren Heunambe Jotsoma-Padi-Benreu road 25.611284 93.912865 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25821,NL/PER/83G14/2022/024,25.609085,93.90642,25821 NL/PER/83G14/2022/024 Nagaland Peren Heunambe Jotsoma-Padi-Benreu road 25.609085 93.90642 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25822,NL/PER/83G14/2022/025,25.605559,93.898552,25822 NL/PER/83G14/2022/025 Nagaland Peren Jotsoma-Padi-Benreu road Jotsoma-Padi-Benreu road 25.605559 93.898552 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25823,NL/PER/83G14/2022/026,25.602682,93.896846,25823 NL/PER/83G14/2022/026 Nagaland Peren Jotsoma-Padi-Benreu road Jotsoma-Padi-Benreu road 25.602682 93.896846 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25824,NL/PER/83G14/2022/027,25.598454,93.897602,25824 NL/PER/83G14/2022/027 Nagaland Peren Jotsoma-Padi-Benreu road Jotsoma-Padi-Benreu road 25.598454 93.897602 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25825,NL/KOH/83K01/2022/028,25.77457,94.075897,25825 NL/KOH/83K01/2022/028 Nagaland Kohima Kohima-10th Mile-Nuiland Road Kohima-10th Mile-Nuiland Road25.77457 94.075897 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25826,NL/KOH/83K01/2022/029,25.875167,94.042953,25826 NL/KOH/83K01/2022/029 Nagaland Kohima Kohima-10th Mile-Nuiland Road Phekerkrie Bawe 25.875167 94.042953 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25827,NL/KOH/83K01/2022/030,25.882916,94.036198,25827 NL/KOH/83K01/2022/030 Nagaland Kohima Kohima-10th Mile-Nuiland Road Phekerkrie Basa 25.882916 94.036198 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25828,NL/KOH/83K01/2022/031,25.884392,94.040381,25828 NL/KOH/83K01/2022/031 Nagaland Kohima Kohima-10th Mile-Nuiland Road Phekerkrie Basa 25.884392 94.040381 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25829,NL/KOH/83K01/2022/032,25.891043,94.041031,25829 NL/KOH/83K01/2022/032 Nagaland Kohima Kohima-10th Mile-Nuiland Road Phekerkrie Basa 25.891043 94.041031 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25830,NL/KOH/83K01/2022/033,25.895838,94.044886,25830 NL/KOH/83K01/2022/033 Nagaland Kohima Kohima-10th Mile-Nuiland Road Phekerkrie Basa 25.895838 94.044886 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25831,NL/KOH/83K01/2022/034,25.903907,94.041235,25831 NL/KOH/83K01/2022/034 Nagaland Kohima Kohima-10th Mile-Nuiland Road Tsosinyu 25.903907 94.041235 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25832,NL/PER/83G11/2022/035,25.455672,93.737492,25832 NL/PER/83G11/2022/035 Nagaland Peren Mpai Peren_Mpai Road 25.455672 93.737492 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25833,NL/PER/83G11/2022/036,25.459292,93.737054,25833 NL/PER/83G11/2022/036 Nagaland Peren Peren-Tening road Peren-Tening road 25.459292 93.737054 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25834,NL/PER/83G11/2022/037,25.469296,93.728636,25834 NL/PER/83G11/2022/037 Nagaland Peren Peren-Tening road Peren-Tening road 25.469296 93.728636 Debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25835,NL/PER/83G11/2022/038,25.471854,93.726986,25835 NL/PER/83G11/2022/038 Nagaland Peren Peren-Tening road Peren-Tening road 25.471854 93.726986 Rock Slide NA,2022.0,Nagaland,,,Rock Slide,Peren,,,,47.0,47.0,,
25836,NL/PER/83G11/2022/039,25.472566,93.727307,25836 NL/PER/83G11/2022/039 Nagaland Peren Peren-Tening road Peren-Tening road 25.472566 93.727307 Rock Slide NA,2022.0,Nagaland,,,Rock Slide,Peren,,,,47.0,47.0,,
25837,NL/PER/83G11/2022/040,25.56335,93.737232,25837 NL/PER/83G11/2022/040 Nagaland Peren Peren-Jalukie road Peren-Jalukie road 25.56335 93.737232 Loose debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25839,NL/PER/83G11/2022/042,25.568534,93.726285,25839 NL/PER/83G11/2022/042 Nagaland Peren Peren-Jalukie road Peren-Jalukie road 25.568534 93.726285 Loose debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25840,NL/PER/83G14/2022/043,25.576594,93.78377,25840 NL/PER/83G14/2022/043 Nagaland Peren Peren-Benreu Road Peren-Benreu Road 25.576594 93.78377 Insitu soil Slide NA,2022.0,Nagaland,,,Slide,Peren,,,,47.0,47.0,,
25841,NL/PER/83G14/2022/044,25.569569,93.788068,25841 NL/PER/83G14/2022/044 Nagaland Peren Peren-Benreu Road Peren-Benreu Road 25.569569 93.788068 Loose debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25842,NL/PER/83G14/2022/045,25.578244,93.804478,25842 NL/PER/83G14/2022/045 Nagaland Peren Peren-Benreu Road Peren-Benreu Road 25.578244 93.804478 Weathered rock Slide NA,2022.0,Nagaland,,,Rock Slide,Peren,,,,47.0,47.0,,
25843,NL/PER/83G14/2022/046,25.576992,93.809083,25843 NL/PER/83G14/2022/046 Nagaland Peren Peren-Benreu Road Peren-Benreu Road 25.576992 93.809083 Loose debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25844,NL/PER/83G14/2022/047,25.576671,93.815779,25844 NL/PER/83G14/2022/047 Nagaland Peren Peren-Benreu Road Peren-Benreu Road 25.576671 93.815779 Insitu soil Slide NA,2022.0,Nagaland,,,Slide,Peren,,,,47.0,47.0,,
25845,NL/PER/83G14/2022/048,25.595898,93.829722,25845 NL/PER/83G14/2022/048 Nagaland Peren Peren-Benreu Road Peren-Benreu Road 25.595898 93.829722 Weathered rock Slide NA,2022.0,Nagaland,,,Rock Slide,Peren,,,,47.0,47.0,,
25846,NL/PER/83G14/2022/049,25.591228,93.851831,25846 NL/PER/83G14/2022/049 Nagaland Peren Peren-Benreu Road Peren-Benreu Road 25.591228 93.851831 Insitu soil Slide NA,2022.0,Nagaland,,,Slide,Peren,,,,47.0,47.0,,
25847,NL/PER/83G10/2022/050,25.590458,93.851498,25847 NL/PER/83G10/2022/050 Nagaland Peren Peren-Benreu Road Peren-Benreu Road 25.590458 93.851498 Loose debris Slide NA,2022.0,Nagaland,,,Debris Slide,Peren,,,,47.0,47.0,,
25848,NL/PER/83G10/2022/051,25.514327,93.666041,25848 NL/PER/83G10/2022/051 Nagaland Peren Peren-Tening road Peren-Tening road 25.514327 93.666041 Rock Fall NA,2022.0,Nagaland,,,Rock Fall,Peren,,,,47.0,47.0,,
25849,NL/PER/83G10/2022/052,25.493958,93.657962,25849 NL/PER/83G10/2022/052 Nagaland Peren Peren-Tening road Peren-Tening road 25.493958 93.657962 Insitu soil Slide NA,2022.0,Nagaland,,,Slide,Peren,,,,47.0,47.0,,
25850,NL/KOH/83G10/2022/053,25.493218,93.657921,25850 NL/KOH/83G10/2022/053 Nagaland Peren Peren-Tening road Peren-Tening road 25.493218 93.657921 Insitu soil Slide July 2018,2022.0,Nagaland,,,Slide,Peren,,,,47.0,47.0,,
25851,NL/KOH/83G13/2023/01,25.76085556,93.94696111,25851 NL/KOH/83G13/2023/01 Nagaland Kohima Piphema NH-29 25.76085556 93.94696111 Debris Slide June 2023,2023.0,Nagaland,,,Debris Slide,Dimapur,,,,36.0,35.0,,
25852,NL/KOH/83G14/2023/02,25.76512222,93.94213889,25852 NL/KOH/83G14/2023/02 Nagaland Kohima Piphema NH-29 25.76512222 93.94213889 Debris Slide July 2023,2023.0,Nagaland,,,Debris Slide,Dimapur,,,,36.0,35.0,,
25853,NL/KOH/83G13/2023/03,25.76618333,93.94043611,25853 NL/KOH/83G13/2023/03 Nagaland Kohima Piphema NH-29 25.76618333 93.94043611 Debris Slide 08 September 2023,2023.0,Nagaland,08 September 2023,2023-09-08,Debris Slide,Dimapur,,,,36.0,35.0,,
25854,NL/KOH/83K02/2023/04,25.79666111,93.80424722,25854 NL/KOH/83K02/2023/04 Nagaland Kohima Peducha NH-29 25.79666111 93.80424722 Rock Slide July 2023,2023.0,Nagaland,,,Rock Slide,Dimapur,,,,36.0,35.0,,
25855,NL/KOH/83K02/2023/05,25.646219,94.0334861,25855 NL/KOH/83K02/2023/05 Nagaland Kohima Khonoma Kohima-Peren road 25.646219 94.0334861 Debris Slide June 2023,2023.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25856,NL/KOH/83K01/2023/06,25.7439067,94.0824993,25856 NL/KOH/83K01/2023/06 Nagaland Kohima Botsa Kohima-Botsa road 25.7439067 94.0824993 Debris Slide July 2023,2023.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25857,NL/KOH/83K01/2023/07,25.76305,94.078305,25857 NL/KOH/83K01/2023/07 Nagaland Kohima Botsa Kohima-Botsa road 25.76305 94.078305 Debris Slide July 2023,2023.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25858,NL/KOH/83K02/2023/08,25.7641421,94.0777917,25858 NL/KOH/83K02/2023/08 Nagaland Kohima Botsa Kohima-Botsa road 25.7641421 94.0777917 Debris Slide July 2023,2023.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25859,NL/KOH/83K02/2023/09,25.7641457,94.0781772,25859 NL/KOH/83K02/2023/09 Nagaland Kohima Kohima-Botsa road Kohima-Botsa road 25.7641457 94.0781772 Rock Slide August 2023,2023.0,Nagaland,,,Rock Slide,Kohima,,,,284.0,277.0,,
25860,NL/KOH/83K02/2023/10,25.67776,94.1390317,25860 NL/KOH/83K02/2023/10 Nagaland Kohima Kohima-Chakhaboma road Kohima-Chakhaboma road 25.67776 94.1390317 Debris Slide July 2023,2023.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25861,NL/KOH/83G13/2023/11,25.6712978,94.1388109,25861 NL/KOH/83G13/2023/11 Nagaland Kohima Kohima-Chakhaboma road Kohima-Chakhaboma road 25.6712978 94.1388109 Rock Slide July 2023,2023.0,Nagaland,,,Rock Slide,Kohima,,,,284.0,277.0,,
25862,NL/KOH/83K02/2023/12,25.6625403,94.1437783,25862 NL/KOH/83K02/2023/12 Nagaland Kohima Kohima-Chakhaboma road Kohima-Chakhaboma road 25.6625403 94.1437783 Debris Slide NA,2023.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25863,NL/KOH/83K02/2023/13,25.65575291,94.1505873,25863 NL/KOH/83K02/2023/13 Nagaland Kohima Kohima-Chakhaboma road Kohima-Chakhaboma road 25.65575291 94.1505873 Debris Slide July 2023,2023.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
25864,NL/KOH/83K02/2023/14,25.5407188,94.1334216,25864 NL/KOH/83K02/2023/14 Nagaland Kohima Vishwema NH2 25.5407188 94.1334216 Soil Slide August 2023,2023.0,Nagaland,,,Slide,Kohima,,,,284.0,277.0,,
25865,NL/KOH/83K01/2023/15,25.8549806,94.1569166,25865 NL/KOH/83K01/2023/15 Nagaland Kohima Botsa Kohima-Wokha road 25.8549806 94.1569166 Rock Slide September 2023,2023.0,Nagaland,,,Rock Slide,Kohima,,,,284.0,277.0,,
25866,NL/KOH/83K02/2023/17,25.72508611,94.07130278,25866 NL/KOH/83K02/2023/17 Nagaland Kohima Jotsoma Kohima-Peren road 25.72508611 94.07130278 Debris Slide August 2023,2023.0,Nagaland,,,Debris Slide,Kohima,,,,284.0,277.0,,
