sl_no,slide_no,latitude,longitude,source_record,year,state,event_date_raw,event_date,movement_type,district,elevation_m,slope_deg,aspect_deg,historical_landslide_count,unique_landslide_locations,aspect_sin,aspect_cos,nearest_road_km,nearest_settlement_km,road_exposure_score,settlement_exposure_score,exposure_score,priority_score,priority_level
15781,KER/IDK/58G01/2018/74,9.85099,77.023313,15781 KER/IDK/58G01/2018/74 Kerala Idukki Achanganam Thankamony-Irukooti Road 9.85099 77.023313 Soil Soil Piping 15th August 2018,2018.0,Kerala,,,,Idukki,769.6754760742188,27.91395109840911,244.49211186570264,1251.0,1241.0,-0.9025260056479087,-0.4306353551779402,,,0,0,0.0,30.240113689943204,MONITOR
15782,KER/IDK/58G01/2018/75,9.839444,77.031355,15782 KER/IDK/58G01/2018/75 Kerala Idukki Thankamony Thankamony-Idukki road 9.839444 77.031355 Earth Slide 15th August 2018,2018.0,Kerala,,,Earth Slide,Idukki,823.4697265625,27.038526203782634,355.5073884610872,1251.0,1241.0,-0.0783305396222095,0.9969274429779198,,,0,0,0.0,29.291736720764522,MONITOR
15783,KER/IDK/58G01/2018/76,9.839217,77.019395,15783 KER/IDK/58G01/2018/76 Kerala Idukki Eettikkavala Eettikavala-Narekkanam Road 9.839217 77.019395 Debris Slide 14th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,884.3712158203125,22.125045538097154,285.40476494257155,1251.0,1241.0,-0.9640733162080748,0.2656362945374093,,,0,0,0.0,23.968799332938584,ROUTINE
15784,KER/IDK/58G01/2018/77,9.840943,77.014994,15784 KER/IDK/58G01/2018/77 Kerala Idukki Eettikavala Eettikavala-Narekkanam Road 9.840943 77.014994 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,820.5675659179688,29.660415150769587,33.08073384990172,1251.0,1241.0,0.5458202407324303,0.8379023002753911,,,0,0,0.0,32.13211641333372,MONITOR
15785,KER/IDK/58G01/2018/78,9.841081,77.014566,15785 KER/IDK/58G01/2018/78 Kerala Idukki Eettikkavala Eettikavala-Narekkanam Road 9.841081 77.014566 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,814.0555419921875,27.815033405588927,11.108615714534324,1251.0,1241.0,0.1926695238642487,0.981263702871926,,,0,0,0.0,30.132952856054672,MONITOR
15786,KER/IDK/58G01/2018/79,9.83962,77.012461,15786 KER/IDK/58G01/2018/79 Kerala Idukki Eettikkavala Eettikavala-Narekkanam Road 9.83962 77.012461 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,775.8612670898438,21.608140914889724,4.046111210247659,1251.0,1241.0,0.07055928307411,0.9975075877265634,,,0,0,0.0,23.40881932446387,ROUTINE
15787,KER/IDK/58G01/2018/80,9.836103,77.014044,15787 KER/IDK/58G01/2018/80 Kerala Idukki Amalagirikavala Eettikavala-Narekkanam Road 9.836103 77.014044 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,788.2086791992188,26.329112054978854,12.61193770298587,1251.0,1241.0,0.2183465710862617,0.9758712901273774,,,0,0,0.0,28.523204726227096,MONITOR
15788,KER/IDK/58G01/2018/81,9.837255,77.008892,15788 KER/IDK/58G01/2018/81 Kerala Idukki Amalagirikavala Eettikavala-Narekkanam Road 9.837255 77.008892 Debris Slide 2016 & 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,884.2889404296875,29.088599281128776,42.33919398772469,1251.0,1241.0,0.6735183111078894,0.7391705382402469,,,0,0,0.0,31.51264922122284,MONITOR
15789,KER/IDK/58G01/2018/82,9.837036,77.009191,15789 KER/IDK/58G01/2018/82 Kerala Idukki Amalagirikavala Eettikavala-Narekkanam Road 9.837036 77.009191 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,887.3528442382812,31.64017390595669,39.27800857518071,1251.0,1241.0,0.6330838084869662,0.7740832587206872,,,0,0,0.0,34.27685506478641,MONITOR
15790,KER/IDK/58G01/2018/83,9.835163,77.012616,15790 KER/IDK/58G01/2018/83 Kerala Idukki Amalagirikavala Eettikavala-Narekkanam Road 9.835163 77.012616 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,858.1048583984375,33.26280108322697,26.3277797714548,1251.0,1241.0,0.4435057988097214,0.8962715026274968,,,0,0,0.0,36.03470117349588,MONITOR
15791,KER/IDK/58G01/2018/84,9.827734,77.003129,15791 KER/IDK/58G01/2018/84 Kerala Idukki Double cutting-Kumbilikavala Double cutting-Kumbilikavala 9.827734 77.003129 Debris Flow 15th August 2018 Road,2018.0,Kerala,,,Debris Flow,Idukki,955.5861206054688,27.94755513323732,43.9442499983017,1251.0,1241.0,0.6939581089337041,0.7200153769504908,,,0,0,0.0,30.2765180610071,MONITOR
15792,KER/IDK/58G01/2018/85,9.827966,77.00221,15792 KER/IDK/58G01/2018/85 Kerala Idukki Double cutting-Kumbilikavala Double cutting-Kumbilikavala 9.827966 77.00221 Debris Flow 15th August 2018 Road,2018.0,Kerala,,,Debris Flow,Idukki,981.8963623046876,32.046352524393555,42.53173346845381,1251.0,1241.0,0.6759984476139492,0.7369030457417928,,,0,0,0.0,34.716881901426355,MONITOR
15793,KER/IDK/58G01/2018/86,9.82773,77.002381,15793 KER/IDK/58G01/2018/86 Kerala Idukki Double cutting-Kumbilikavala Double cutting-Kumbilikavala 9.82773 77.002381 Debris Flow 15th August 2018 Road,2018.0,Kerala,,,Debris Flow,Idukki,982.9967041015624,30.08529913503625,46.59236488032059,1251.0,1241.0,0.7264831046282616,0.6871843265745242,,,0,0,0.0,32.592407396289275,MONITOR
15794,KER/IDK/58C13/2018/87,9.84609,76.98542,15794 KER/IDK/58C13/2018/87 Kerala Idukki Idukki Idukki-Kattappana Road 9.84609 76.98542 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,626.3816528320312,27.1934022483484,236.0921080684793,1251.0,1241.0,-0.8299354533050287,-0.5578594297377937,,,0,0,0.0,29.459519102377435,MONITOR
15795,KER/IDK/58C13/2018/88,9.84732,76.989793,15795 KER/IDK/58C13/2018/88 Kerala Idukki Idukki Idukki-Kattappana Road 9.84732 76.989793 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,820.4368286132812,23.66151557094963,230.2397648550377,1251.0,1241.0,-0.7687275923551699,-0.6395763353594501,,,0,0,0.0,25.633308535195432,MONITOR
15796,KER/IDK/58G01/2018/89,9.826958,77.004473,15796 KER/IDK/58G01/2018/89 Kerala Idukki Double cutting-Kumbilikavala Double cutting-Kumbilikavala 9.826958 77.004473 Debris Slide 15th August 2018 Road,2018.0,Kerala,,,Debris Slide,Idukki,967.441162109375,22.21449074579508,5.171537713404348,1251.0,1241.0,0.0901378528903052,0.9959292984325372,,,0,0,0.0,24.065698307944672,ROUTINE
15797,KER/IDK/58G01/2018/90,9.834579,77.020998,15797 KER/IDK/58G01/2018/90 Kerala Idukki Narupara Double cutting-Alappattupadi 9.834579 77.020998 Debris Slide 15th August 2018 Road,2018.0,Kerala,,,Debris Slide,Idukki,862.1083984375,26.57418973829918,20.963116471371563,1251.0,1241.0,0.3577668931894445,0.9338109284740528,,,0,0,0.0,28.788705549824112,MONITOR
15798,KER/IDK/58C13/2018/91,9.846422,76.990435,15798 KER/IDK/58C13/2018/91 Kerala Idukki Narekkanam Idukki-Narekkanam Road 9.846422 76.990435 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,844.8651733398438,28.18427662144088,264.9395050786634,1251.0,1241.0,-0.9961021207033036,-0.0882075117571126,,,0,0,0.0,30.532966339894287,MONITOR
15799,KER/IDK/58C13/2018/92,9.842516,76.990594,15799 KER/IDK/58C13/2018/92 Kerala Idukki Narekkanam Idukki-Narekkanam Road 9.842516 76.990594 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,732.56005859375,26.24906343670441,287.0888119222541,1251.0,1241.0,-0.9558504134754068,0.2938536830786611,,,0,0,0.0,28.436485389763114,MONITOR
15800,KER/IDK/58C13/2018/93,9.841728,76.990835,15800 KER/IDK/58C13/2018/93 Kerala Idukki Narekkanam Idukki-Narekkanam Road 9.841728 76.990835 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,737.0325927734375,26.74611060025156,215.8018078253782,1251.0,1241.0,-0.5849832657913572,-0.811045361705545,,,0,0,0.0,28.974953150272526,MONITOR
15801,KER/IDK/58C13/2018/94,9.841728,76.990835,15801 KER/IDK/58C13/2018/94 Kerala Idukki Narekkanam Idukki-Narekkanam Road 9.841728 76.990835 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,737.0325927734375,26.74611060025156,215.8018078253782,1251.0,1241.0,-0.5849832657913572,-0.811045361705545,,,0,0,0.0,28.974953150272526,MONITOR
15802,KER/IDK/58C13/2018/95,9.841678,76.99171,15802 KER/IDK/58C13/2018/95 Kerala Idukki Narekkanam Idukki-Narekkanam Road 9.841678 76.99171 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,774.8411254882812,33.34921202478495,224.18484296528803,1251.0,1241.0,-0.6969754268151908,-0.7170950107313414,,,0,0,0.0,36.128313026850364,MONITOR
15803,KER/IDK/58C13/2018/96,9.852014,76.977188,15803 KER/IDK/58C13/2018/96 Kerala Idukki Idukki Idukki-Nalumukku- 9.852014 76.977188 Debris Slide 15th August 2018 Mariyapuram Road,2018.0,Kerala,,,Debris Slide,Idukki,617.79052734375,36.52174638788998,203.9250060886122,1251.0,1241.0,-0.4055405638791559,-0.9140770487483952,,,0,0,0.0,39.56522525354748,MONITOR
15804,KER/IDK/58C13/2018/97,9.854926,76.999929,15804 KER/IDK/58C13/2018/97 Kerala Idukki Mariyapuram Mariyapuram-Thankamony 9.854926 76.999929 Debris Slide 15th August 2018 Road,2018.0,Kerala,,,Debris Slide,Idukki,,,,1251.0,1241.0,,,,,0,0,0.0,0.0,ROUTINE
15805,KER/IDK/58C13/2018/98,9.852413,76.980052,15805 KER/IDK/58C13/2018/98 Kerala Idukki Priyadarshinimedu Idukki-Mariyapuram Road 9.852413 76.980052 Debris Flow 14th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,662.41015625,33.248946054808385,201.3966927282587,1251.0,1241.0,-0.3648230405986875,-0.931076876014182,,,0,0,0.0,36.01969155937576,MONITOR
15806,KER/IDK/58C13/2018/99,9.852625,76.97926,15806 KER/IDK/58C13/2018/99 Kerala Idukki Priyadarshinimedu Idukki-Mariyapuram Road 9.852625 76.97926 Debris Flow 14th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,643.8203125,29.18910893607728,189.7529619148601,1251.0,1241.0,-0.1694004521072588,-0.985547303190393,,,0,0,0.0,31.621534680750383,MONITOR
15807,KER/IDK/58C13/2018/100,9.851942,76.980177,15807 KER/IDK/58C13/2018/100 Kerala Idukki Priyadarshinimedu Idukki-Mariyapuram Road 9.851942 76.980177 Debris Slide 2012 & 14th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,633.652099609375,25.156006189499003,212.95941244138265,1251.0,1241.0,-0.5440447954755208,-0.8390561724437756,,,0,0,0.0,27.252340038623924,MONITOR
15808,KER/IDK/58C13/2018/101,9.853193,76.974898,15808 KER/IDK/58C13/2018/101 Kerala Idukki Idukki Idukki-Mariyapuram Road 9.853193 76.974898 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,587.7742919921875,28.532059824848755,204.9609038045328,1251.0,1241.0,-0.4219997376336523,-0.9065959526917868,,,0,0,0.0,30.909731476919482,MONITOR
15809,KER/IDK/58C13/2018/102,9.85949,76.995536,15809 KER/IDK/58C13/2018/102 Kerala Idukki Mariyapuram Idukki-Mariyapuram Road 9.85949 76.995536 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,676.2091674804688,34.08583779930444,214.49023398977005,1251.0,1241.0,-0.5662657571854839,-0.8242227200454684,,,0,0,0.0,36.92632428257981,MONITOR
15810,KER/IDK/58G01/2018/103,9.849973,77.001303,15810 KER/IDK/58G01/2018/103 Kerala Idukki Millumpadi-Chattikulam Idukki-Thankamony Road 9.849973 77.001303 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,776.2105712890625,30.74319483787001,284.87447875708415,1251.0,1241.0,-0.9664905180369128,0.2567023150358021,,,0,0,0.0,33.30512774102584,MONITOR
15811,KER/IDK/58G01/2018/104,9.852342,77.001153,15811 KER/IDK/58G01/2018/104 Kerala Idukki Pandipara Idukki-Thankamony-Shaligram 9.852342 77.001153 Debris Slide 15th August 2018 Road,2018.0,Kerala,,,Debris Slide,Idukki,732.6649169921875,18.980130728685257,26.26424007258408,1251.0,1241.0,0.4425115818568687,0.8967627891045278,,,0,0,0.0,20.561808289409033,ROUTINE
15812,KER/IDK/58G01/2018/105,9.847692,77.004835,15812 KER/IDK/58G01/2018/105 Kerala Idukki Varikattukanam Eettikavala-Millumpadi Road 9.847692 77.004835 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,791.7744750976562,16.35757617015701,257.6704132533428,1251.0,1241.0,-0.9769354382335336,-0.2135348906465965,,,0,0,0.0,17.720707517670093,ROUTINE
15813,KER/IDK/58C13/2018/106,9.853422,76.991343,15813 KER/IDK/58C13/2018/106 Kerala Idukki Mariyapuram Mariyapuram-Narekkanam 9.853422 76.991343 Debris Slide 15th August 2018 Road,2018.0,Kerala,,,Debris Slide,Idukki,631.0166625976562,28.33855145058577,254.09179854545667,1251.0,1241.0,-0.9617020845204092,-0.274096881830312,,,0,0,0.0,30.700097404801248,MONITOR
15814,KER/IDK/58C13/2018/107,9.854044,76.982459,15814 KER/IDK/58C13/2018/107 Kerala Idukki Mariyapuram Thankamony-Mariyapuram 9.854044 76.982459 Debris Flow 1983 & 15th August 2018 road,2018.0,Kerala,,,Debris Flow,Idukki,636.681396484375,32.05008357880664,35.24542237086513,1251.0,1241.0,0.5770799428629633,0.8166876633972616,,,0,0,0.0,34.720923877040526,MONITOR
15815,KER/IDK/58C13/2018/108,9.846221,76.995374,15815 KER/IDK/58C13/2018/108 Kerala Idukki Narekkanam Narekkanam-Mariyapuram 9.846221 76.995374 Debris Flow 15th August 2018 Road,2018.0,Kerala,,,Debris Flow,Idukki,804.3703002929688,28.864923262115447,30.03853863109555,1251.0,1241.0,0.5005823980544755,0.8656888949027998,,,0,0,0.0,31.270333533958404,MONITOR
15816,KER/IDK/58C13/2018/109,9.848306,76.991257,15816 KER/IDK/58C13/2018/109 Kerala Idukki Mariyapuram Narekkanam-Priyadarshini Road9.848306 76.991257 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,799.7738037109375,37.172796544213405,31.8848240835988,1251.0,1241.0,0.528213449305247,0.8491116251548162,,,0,0,0.0,40.270529589564525,MONITOR
15817,KER/IDK/58C13/2018/110,9.850703,76.989467,15817 KER/IDK/58C13/2018/110 Kerala Idukki Mariyapuram Narekkanam-Priyadarshini Road9.850703 76.989467 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,716.3550415039062,24.51700285951542,19.93905343314236,1251.0,1241.0,0.3410203818178817,0.9400559021594334,,,0,0,0.0,26.560086431141702,MONITOR
15818,KER/IDK/58C13/2018/111,9.84587,76.993522,15818 KER/IDK/58C13/2018/111 Kerala Idukki Mariyapuram Mariyapuram-Narekkanam 9.84587 76.993522 Debris Slide 15th August 2018 Road,2018.0,Kerala,,,Debris Slide,Idukki,836.3047485351562,25.67752074864908,13.390759882750444,1251.0,1241.0,0.2315910204587903,0.9728132396523272,,,0,0,0.0,27.81731414436984,MONITOR
15819,KER/IDK/58C13/2018/112,9.841359,76.999665,15819 KER/IDK/58C13/2018/112 Kerala Idukki Narekkanam Narekkanam-Mariyapuram 9.841359 76.999665 Debris Flow 15th August 2018 Road,2018.0,Kerala,,,Debris Flow,Idukki,843.794677734375,,,1251.0,1241.0,,,,,0,0,0.0,0.0,ROUTINE
15820,KER/IDK/58C13/2018/113,9.869368,76.983572,15820 KER/IDK/58C13/2018/113 Kerala Idukki Mariyapuram Mariyapuram-Thadiyampad 9.869368 76.983572 Debris Flow 15th August 2018 Road,2018.0,Kerala,,,Debris Flow,Idukki,665.1774291992188,27.86514947541536,19.599139201528715,1251.0,1241.0,0.3354374164602363,0.9420624924273772,,,0,0,0.0,30.187245265033308,MONITOR
15821,KER/IDK/58C13/2018/114,9.869023,76.983852,15821 KER/IDK/58C13/2018/114 Kerala Idukki Mariyapuram Mariyapuram-Thadiyampad 9.869023 76.983852 Debris Flow 15th August 2018 Road,2018.0,Kerala,,,Debris Flow,Idukki,685.431396484375,31.49628319535439,29.49061246586456,1251.0,1241.0,0.4922809514762136,0.8704363645974781,,,0,0,0.0,34.12097346163392,MONITOR
15822,KER/IDK/58C13/2018/115,9.87927,76.973695,15822 KER/IDK/58C13/2018/115 Kerala Idukki Madathinkadavu Mariyapuram-Thadiyampad 9.87927 76.973695 Debris Slide 15th August 2018 Road,2018.0,Kerala,,,Debris Slide,Idukki,562.6044311523438,30.314435228922942,25.243549553824263,1251.0,1241.0,0.4264669122597243,0.9045031634812876,,,0,0,0.0,32.840638164666515,MONITOR
15823,KER/IDK/58C13/2018/116,9.877495,76.975918,15823 KER/IDK/58C13/2018/116 Kerala Idukki Madathinkadavu Mariyapuram-Thadiyampad 9.877495 76.975918 Debris Slide 15th August 2018 Road,2018.0,Kerala,,,Debris Slide,Idukki,557.3936157226562,31.89712162712461,47.33106406431875,1251.0,1241.0,0.7352821650832209,0.6777611214215014,,,0,0,0.0,34.55521509605166,MONITOR
15824,KER/IDK/58G01/2018/117,9.960692,77.026119,15824 KER/IDK/58G01/2018/117 Kerala Idukki Konnathady Munnar-Murickassery Road 9.960692 77.026119 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,650.6798706054688,16.118187129083918,288.7851468028299,1251.0,1241.0,-0.9467327715603864,0.3220202777055964,,,0,0,0.0,17.461369389840915,ROUTINE
15825,KER/IDK/58G01/2018/118,9.959239,77.02714,15825 KER/IDK/58G01/2018/118 Kerala Idukki Konnathady Centre Vellathooval-Konnathady Road 9.959239 77.02714 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,673.7832641601562,22.821280940025108,249.6363301694765,1251.0,1241.0,-0.9375028239943876,-0.347977664516774,,,0,0,0.0,24.72305435169387,ROUTINE
15826,KER/IDK/58G01/2018/119,9.957277,77.03621,15826 KER/IDK/58G01/2018/119 Kerala Idukki Marakkanam Konnathady-Marakkanam Road 9.957277 77.03621 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,689.0137939453125,17.277690534165043,208.57158575739743,1251.0,1241.0,-0.4782563879437313,-0.8782202613188875,,,0,0,0.0,18.717498078678794,ROUTINE
15827,KER/IDK/58G01/2018/120,9.953392,77.041756,15827 KER/IDK/58G01/2018/120 Kerala Idukki Marakkanam Konnathady-Marakkanam Road 9.953392 77.041756 Soil Slide 14th August 2018,2018.0,Kerala,,,Slide,Idukki,736.7387084960938,13.363249965483956,70.18384868326723,1251.0,1241.0,0.9407852435017992,0.3390031351024066,,,0,0,0.0,14.476854129274287,ROUTINE
15828,KER/IDK/58G01/2018/121,9.958454,77.038861,15828 KER/IDK/58G01/2018/121 Kerala Idukki Kurukkanpadi Konnathady-Marakkanam Road 9.958454 77.038861 Debris Flow 16th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,711.7105712890625,32.26783729064827,189.59838459576565,1251.0,1241.0,-0.1667409473566312,-0.9860007385771132,,,0,0,0.0,34.95682373153563,MONITOR
15829,KER/IDK/58G01/2018/122,9.958272,77.015226,15829 KER/IDK/58G01/2018/122 Kerala Idukki Koyikkalpadi 5th Mile-Konnathady- 9.958272 77.015226 Debris Slide 15th August 2018 Vellathooval Road,2018.0,Kerala,,,Debris Slide,Idukki,632.9423828125,21.38634729272209,194.55644292899905,1251.0,1241.0,-0.2513336191242014,-0.9679005175625908,,,0,0,0.0,23.16854290044893,ROUTINE
15830,KER/IDK/58G01/2018/123,9.960794,77.013664,15830 KER/IDK/58G01/2018/123 Kerala Idukki 5th Mile Koyikkalpadi-Anganvadi Road 9.960794 77.013664 Debris Slide 16th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,594.5352783203125,25.44145370515341,287.3545996939408,1251.0,1241.0,-0.9544769843052764,0.2982845729022957,,,0,0,0.0,27.56157484724953,MONITOR
15831,KER/IDK/58G01/2018/124,9.97158,77.014807,15831 KER/IDK/58G01/2018/124 Kerala Idukki Muthirapuzha Pakkalapadi-Kallarkutty Road 9.97158 77.014807 Debris Slide 15th August 2018 (Via Manalkadavu),2018.0,Kerala,,,Debris Slide,Idukki,552.31298828125,28.424039639976872,19.622157016741085,1251.0,1241.0,0.3358158504227113,0.9419276589021426,,,0,0,0.0,30.792709609974942,MONITOR
15832,KER/IDK/58G01/2018/125,9.972349,77.011684,15832 KER/IDK/58G01/2018/125 Kerala Idukki Muthirapuzha Kallarkutty-Pakkalapadi- 9.972349 77.011684 Debris Flow 15th August 2018 Konnathady Road,2018.0,Kerala,,,Debris Flow,Idukki,584.2902221679688,36.10712744226583,56.25800052338019,1251.0,1241.0,0.8315471815095783,0.5554541249495556,,,0,0,0.0,39.116054729121316,MONITOR
15833,KER/IDK/58G01/2018/126,9.970703,77.01636,15833 KER/IDK/58G01/2018/126 Kerala Idukki Muthirapuzha Kallarkutty-Pakkalapadi Road 9.970703 77.01636 Debris Flow 16th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,486.3016662597656,26.163005662339803,53.54791782020072,1251.0,1241.0,0.8043540438488909,0.5941502942387024,,,0,0,0.0,28.343256134201457,MONITOR
15834,KER/IDK/58G01/2018/127,9.969774,77.017604,15834 KER/IDK/58G01/2018/127 Kerala Idukki Muthirapuzha Pakkalapadi-Kallarkutty Road 9.969774 77.017604 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,508.7899475097656,27.09524711217472,282.2340583960199,1251.0,1241.0,-0.9772901035678696,0.2119057655381337,,,0,0,0.0,29.35318437152262,MONITOR
15835,KER/IDK/58G01/2018/128,9.969643,77.016737,15835 KER/IDK/58G01/2018/128 Kerala Idukki Muthirapuzha Pakkalapadi-Kallarkutty Road 9.969643 77.016737 Debris Slide 16th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,497.0001220703125,25.18040238200472,72.26217118254044,1251.0,1241.0,0.952460539626434,0.3046619773692186,,,0,0,0.0,27.278769247171777,MONITOR
15836,KER/IDK/58G01/2018/129,9.969036,77.01553,15836 KER/IDK/58G01/2018/129 Kerala Idukki Muthirapuzha Pakkalapadi-Kallar Road 9.969036 77.01553 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,551.150634765625,28.992871433367288,100.35690409023766,1251.0,1241.0,0.9837069728480224,-0.1797792857093944,,,0,0,0.0,31.408944052814565,MONITOR
15837,KER/IDK/58G01/2018/130,9.979385,77.002216,15837 KER/IDK/58G01/2018/130 Kerala Idukki Kallarkutty Kallarkutty-Panikkankudy Road 9.979385 77.002216 Debris Slide 16th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,475.0802917480469,28.28033878632818,305.7298313993866,1251.0,1241.0,-0.8117795925200876,0.5839639485173042,,,0,0,0.0,30.637033685188864,MONITOR
15838,KER/IDK/58G01/2018/131,9.97661,77.002208,15838 KER/IDK/58G01/2018/131 Kerala Idukki Muthirapuzha Mavinchuvadu-Aalpara Road 9.97661 77.002208 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,478.87591552734375,22.97546512292138,180.7581742319318,1251.0,1241.0,-0.0132322504760292,-0.9999124499411636,,,0,0,0.0,24.890087216498166,ROUTINE
15839,KER/IDK/58G01/2018/132,9.958445,77.007559,"15839 KER/IDK/58G01/2018/132 Kerala Idukki 5th Mile 5th Mile-Adimali Road 9.958445 77.007559 Debris Slide 15th, 16th & 17th August 2018",2018.0,Kerala,,,Debris Slide,Idukki,689.8805541992188,13.814216903869603,306.7793473039891,1251.0,1241.0,-0.8009472415002886,0.5987349299423563,,,0,0,0.0,14.965401645858737,ROUTINE
15840,KER/IDK/58G01/2018/133,9.960135,77.01211,15840 KER/IDK/58G01/2018/133 Kerala Idukki 5th Mile 5th Mile-Kallarkutty Road 9.960135 77.01211 Soil Subsidence 15th August 2018,2018.0,Kerala,,,,Idukki,619.9735107421875,10.07570189860983,10.588338423136804,1251.0,1241.0,0.1837512871097963,0.98297276894403,,,0,0,0.0,10.915343723493985,ROUTINE
15841,KER/IDK/58G01/2018/134,9.959125,77.008603,15841 KER/IDK/58G01/2018/134 Kerala Idukki 5th Mile 5th Mile-Adimali Road 9.959125 77.008603 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,633.9262084960938,12.822231641183366,6.957804544452017,1251.0,1241.0,0.1211383501779774,0.9926356331082204,,,0,0,0.0,13.890750944615313,ROUTINE
15842,KER/IDK/58G01/2018/135,9.958677,77.002764,15842 KER/IDK/58G01/2018/135 Kerala Idukki Kambi Lane (Mukkudom) 5th Mile-Kallarkutty Road 9.958677 77.002764 Debris Flow 15th August 2018,2018.0,Kerala,,,Debris Flow,Idukki,664.8064575195312,31.341518845382904,11.402005900345216,1251.0,1241.0,0.1976916591258746,0.980264254123376,,,0,0,0.0,33.95331208249815,MONITOR
15843,KER/IDK/58G01/2018/136,9.96418,77.000783,15843 KER/IDK/58G01/2018/136 Kerala Idukki Kambi Lane 5th Mile-Kallarkutty Road 9.96418 77.000783 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,581.3076782226562,24.83403189452641,330.2178538912138,1251.0,1241.0,-0.4967035332172345,0.8679202728877322,,,0,0,0.0,26.903534552403617,MONITOR
15844,KER/IDK/58G01/2018/137,9.964251,77.002479,15844 KER/IDK/58G01/2018/137 Kerala Idukki Kambi Lane Injapthal-Kambi Lane Road 9.964251 77.002479 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,570.1734008789062,30.54778516267526,347.87272707940417,1251.0,1241.0,-0.2100839661702498,0.97768334708032,,,0,0,0.0,33.09343392623154,MONITOR
15845,KER/IDK/58G01/2018/138,9.966953,77.017696,15845 KER/IDK/58G01/2018/138 Kerala Idukki Muthirapuzha Kallarkutty-Konnathady Road 9.966953 77.017696 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,564.9967041015625,19.210877643889454,271.9642831524974,1251.0,1241.0,-0.9994123883660248,0.0342764931187276,,,0,0,0.0,20.811784114213577,ROUTINE
15846,KER/IDK/58G01/2018/139,9.975781,77.00017,15846 KER/IDK/58G01/2018/139 Kerala Idukki Kallarkutty Kallarkutty-Myladumpara Road 9.975781 77.00017 Debris Slide 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,458.6077270507813,20.809127326071085,336.1522913689871,1251.0,1241.0,-0.4043070182969685,0.9146233295492822,,,0,0,0.0,22.543221269910344,ROUTINE
15847,KER/IDK/58G01/2018/140,9.973944,77.000578,15847 KER/IDK/58G01/2018/140 Kerala Idukki Kallarkutty Kallarkutty-Myladumpara Road 9.973944 77.000578 Debris Slide 2015 & 15th August 2018,2018.0,Kerala,,,Debris Slide,Idukki,453.7804565429688,29.94699529976116,290.4528740764791,1251.0,1241.0,-0.936959918838274,0.3494368476428535,,,0,0,0.0,32.44257824140792,MONITOR
